emp_no,first_name,last_name,from_date,to_date,birth_date
12327,DAIDA,Bruckman,1992-10-15,9999-01-01,1952-05-21
12327,DAIDA,Bruckman,1986-10-16,1992-10-15,1952-05-21
12341,Rasiah,Luga,1990-05-25,9999-01-01,1955-02-13
12341,Rasiah,Luga,1985-05-25,1990-05-25,1955-02-13
12343,Sorina,Slaats,1988-08-25,1997-08-25,1952-10-18
12343,Sorina,Slaats,1997-08-25,9999-01-01,1952-10-18
12365,Kamakshi,Bisiani,1994-09-12,9999-01-01,1954-01-21
12365,Kamakshi,Bisiani,1988-09-12,1994-09-12,1954-01-21
12373,Mooi,Driscoll,1993-11-11,9999-01-01,1953-04-26
12395,Sanjit,Felder,1995-06-05,9999-01-01,1955-01-08
12399,Mihalis,Luga,1987-12-07,1996-12-06,1955-11-15
12399,Mihalis,Luga,1996-12-06,9999-01-01,1955-11-15
12411,Shao,Ibel,1986-08-17,1991-08-17,1952-05-31
12411,Shao,Ibel,1991-08-17,9999-01-01,1952-05-31
12413,Hugh,Gadepally,1994-03-04,1999-03-04,1955-06-17
12413,Hugh,Gadepally,1999-03-04,9999-01-01,1955-06-17
12417,Dannz,Spelt,1998-02-02,9999-01-01,1955-11-18
12422,Berhard,Demos,2001-06-07,9999-01-01,1954-12-04
12422,Berhard,Demos,1993-06-07,2001-06-07,1954-12-04
12454,Kerryn,Farris,1998-12-18,9999-01-01,1954-08-21
12464,Shai,Milicic,1998-06-01,9999-01-01,1955-09-08
12475,Filipe,Roison,1987-04-26,1996-04-25,1953-03-30
12475,Filipe,Roison,1996-04-25,9999-01-01,1953-03-30
12487,Mona,Reghbati,1998-12-07,9999-01-01,1954-04-24
12489,Arnould,Munck,1986-04-11,9999-01-01,1955-01-23
12490,Jackson,Muchinsky,1994-05-09,2000-05-08,1955-08-08
12490,Jackson,Muchinsky,2000-05-08,9999-01-01,1955-08-08
12497,Stein,Penz,1997-09-25,9999-01-01,1953-08-26
12497,Stein,Penz,1989-09-25,1997-09-25,1953-08-26
12501,Morrie,Matheson,1986-06-05,9999-01-01,1954-11-22
12504,Adly,Rosaz,1997-08-14,9999-01-01,1953-01-04
12514,Tomofumi,Melter,1999-11-13,9999-01-01,1952-11-14
12528,Conor,Cincotta,1988-09-24,1997-09-24,1952-11-20
12528,Conor,Cincotta,1997-09-24,9999-01-01,1952-11-20
12534,Yongmao,Gerlach,1985-08-14,9999-01-01,1953-01-31
12541,Shih,Nanard,1988-08-31,1996-08-31,1952-04-22
12541,Shih,Nanard,1996-08-31,9999-01-01,1952-04-22
12542,Kazuhide,Bouloucos,1987-09-12,1993-09-11,1954-07-26
12542,Kazuhide,Bouloucos,1993-09-11,9999-01-01,1954-07-26
12551,Jeane,Tzvieli,1993-12-03,9999-01-01,1954-03-15
12551,Jeane,Tzvieli,1987-12-04,1993-12-03,1954-03-15
12553,Aral,Vesna,1987-02-28,9999-01-01,1954-05-08
12557,Stafford,Kopetz,1988-03-20,9999-01-01,1954-01-01
12589,Anoosh,Chleq,1997-09-08,9999-01-01,1952-11-23
12589,Anoosh,Chleq,1988-09-08,1997-09-08,1952-11-23
12596,Breannda,Roisin,1996-09-29,9999-01-01,1955-10-10
12601,Ghassan,Simkin,2002-07-09,9999-01-01,1955-08-16
12601,Ghassan,Simkin,1997-07-09,2002-07-09,1955-08-16
12601,Ghassan,Simkin,1992-07-09,1997-07-09,1955-08-16
12608,Nectarios,Mondadori,1991-02-22,2000-02-22,1955-10-27
12608,Nectarios,Mondadori,2000-02-22,9999-01-01,1955-10-27
12635,Xinyu,Restivo,2000-02-03,9999-01-01,1952-11-09
12635,Xinyu,Restivo,1995-02-03,2000-02-03,1952-11-09
12638,Yuqun,Seiwald,1999-04-29,9999-01-01,1954-11-09
12642,Suebskul,Gips,2001-10-28,9999-01-01,1955-09-27
12642,Suebskul,Gips,1996-10-28,2001-10-28,1955-09-27
12651,Pragnesh,Bael,1988-01-27,9999-01-01,1952-07-24
12662,Leucio,Alvarado,1994-08-27,9999-01-01,1952-08-02
12662,Leucio,Alvarado,1985-08-27,1994-08-27,1952-08-02
12663,Nobuyoshi,Stellhorn,1986-09-29,9999-01-01,1954-10-31
12664,Zhonghua,Parveen,1999-08-04,9999-01-01,1952-05-01
12689,Luerbio,Boudaillier,1992-11-23,2001-11-23,1953-01-19
12689,Luerbio,Boudaillier,2001-11-23,9999-01-01,1953-01-19
12691,Oddvar,Gils,1992-08-25,1998-08-25,1952-10-17
12691,Oddvar,Gils,1998-08-25,9999-01-01,1952-10-17
12697,Uri,Brizzi,1986-07-11,1994-07-11,1955-06-25
12697,Uri,Brizzi,1994-07-11,9999-01-01,1955-06-25
12709,Ronghao,Botman,2001-02-25,9999-01-01,1955-08-09
12709,Ronghao,Botman,1995-02-26,2001-02-25,1955-08-09
12717,Tzu,Jiafu,1999-10-20,9999-01-01,1953-04-17
12722,Elliott,Cheshire,1985-03-29,9999-01-01,1955-09-23
12726,Fumitake,Panwar,1994-05-19,9999-01-01,1954-03-27
12729,Nahla,Rahier,1992-10-15,1997-10-15,1954-05-18
12729,Nahla,Rahier,1997-10-15,9999-01-01,1954-05-18
12731,Yongmao,Waymire,1988-04-05,9999-01-01,1953-05-09
12732,Mara,Takanami,1988-04-06,9999-01-01,1952-09-27
12734,Gil,Frijda,1986-03-03,9999-01-01,1952-03-05
12755,Rildo,Rodite,1994-03-18,9999-01-01,1955-02-20
12755,Rildo,Rodite,1987-03-18,1994-03-18,1955-02-20
12773,Jenwei,Lovengreen,1985-03-05,1994-03-05,1952-06-26
12773,Jenwei,Lovengreen,1994-03-05,9999-01-01,1952-06-26
12790,Gunilla,Perl,2000-08-07,9999-01-01,1953-02-05
12790,Gunilla,Perl,1995-08-08,2000-08-07,1953-02-05
12795,Masoud,Fordan,1997-06-23,9999-01-01,1952-05-06
12795,Masoud,Fordan,1988-06-23,1997-06-23,1952-05-06
12798,Lillian,Beeson,1996-12-26,9999-01-01,1952-05-18
12798,Lillian,Beeson,1987-12-27,1996-12-26,1952-05-18
12803,Gad,Boissier,1985-03-16,1990-03-16,1952-05-12
12803,Gad,Boissier,1990-03-16,9999-01-01,1952-05-12
12815,Sushant,Junot,1993-02-27,9999-01-01,1955-03-25
12815,Sushant,Junot,1985-02-27,1993-02-27,1955-03-25
12819,Mountaz,Gubsky,1996-09-09,9999-01-01,1953-07-30
12819,Mountaz,Gubsky,1989-09-09,1996-09-09,1953-07-30
12848,Kazuhide,Smeets,1997-05-11,9999-01-01,1953-01-17
12863,Leif,Matheson,1985-09-06,1990-09-06,1954-08-02
12863,Leif,Matheson,1990-09-06,9999-01-01,1954-08-02
12872,Marl,Schmittgen,1986-09-09,1993-09-09,1953-02-18
12872,Marl,Schmittgen,1993-09-09,9999-01-01,1953-02-18
12879,Baruch,Eugenio,1990-06-11,1995-06-11,1955-09-07
12879,Baruch,Eugenio,1995-06-11,9999-01-01,1955-09-07
12890,Neven,Casley,1985-10-31,9999-01-01,1955-10-05
12893,Licheng,Crouzet,1987-03-18,1995-03-18,1954-10-09
12893,Licheng,Crouzet,1995-03-18,9999-01-01,1954-10-09
12895,Roddy,Serot,1993-08-15,9999-01-01,1952-04-28
12905,Munehiro,Gecsei,1993-07-18,9999-01-01,1955-01-24
12905,Munehiro,Gecsei,1987-07-19,1993-07-18,1955-01-24
12926,Heekeun,Luby,1992-12-24,9999-01-01,1952-04-24
12926,Heekeun,Luby,1985-12-24,1992-12-24,1952-04-24
12940,Odinaldo,Farrar,1987-12-12,1992-12-11,1953-10-25
12940,Odinaldo,Farrar,1992-12-11,9999-01-01,1953-10-25
12941,Tommaso,Perelgut,1986-11-06,1995-11-06,1954-07-29
12941,Tommaso,Perelgut,1995-11-06,9999-01-01,1954-07-29
12949,Geoff,Asrin,1987-02-12,1992-02-12,1955-02-24
12949,Geoff,Asrin,1992-02-12,9999-01-01,1955-02-24
12977,Byong,Markovitch,1992-08-23,9999-01-01,1954-11-29
12977,Byong,Markovitch,1987-08-24,1992-08-23,1954-11-29
12983,Elliott,Hambrick,1999-06-28,9999-01-01,1954-04-07
13030,Yahiko,Kroll,1993-11-25,1999-11-25,1955-02-12
13030,Yahiko,Kroll,1999-11-25,9999-01-01,1955-02-12
13046,Vivian,Stafford,1987-04-19,9999-01-01,1953-03-09
13047,Atilio,Chelton,1992-02-26,1997-02-25,1953-04-24
13047,Atilio,Chelton,1997-02-25,9999-01-01,1953-04-24
13075,Rosella,Morrin,1986-08-17,1991-08-17,1955-05-24
13075,Rosella,Morrin,1991-08-17,9999-01-01,1955-05-24
13076,Deniz,Skafidas,1995-01-28,9999-01-01,1954-03-09
13096,Ibibia,Armand,2001-04-22,9999-01-01,1953-01-03
13096,Ibibia,Armand,1994-04-22,2001-04-22,1953-01-03
13103,Srinidhi,Ellozy,1988-06-19,9999-01-01,1952-05-09
13124,Quingbo,Garnick,1985-03-17,9999-01-01,1955-11-06
13133,Guther,Senzako,1991-09-03,9999-01-01,1955-06-21
13133,Guther,Senzako,1985-09-03,1991-09-03,1955-06-21
13134,Lorien,Chepyzhov,1987-10-23,1993-10-22,1955-06-25
13134,Lorien,Chepyzhov,1993-10-22,9999-01-01,1955-06-25
13144,Persi,Nollmann,1989-06-19,1997-06-19,1952-07-11
13144,Persi,Nollmann,1997-06-19,9999-01-01,1952-07-11
13146,Haldon,Erie,1985-05-25,9999-01-01,1953-11-01
13147,Shichao,Ginesta,1998-06-29,9999-01-01,1955-12-28
13147,Shichao,Ginesta,1993-06-29,1998-06-29,1955-12-28
13156,Akeel,Millington,2000-08-18,9999-01-01,1952-04-19
13156,Akeel,Millington,1992-08-18,2000-08-18,1952-04-19
13165,Lucian,Benner,1988-03-16,1995-03-17,1954-09-09
13165,Lucian,Benner,1995-03-17,9999-01-01,1954-09-09
13168,Munir,Stentiford,1987-09-11,1992-09-10,1954-06-10
13168,Munir,Stentiford,1992-09-10,9999-01-01,1954-06-10
13170,Cheong,Bernardeschi,1993-01-09,1998-01-09,1955-10-25
13170,Cheong,Bernardeschi,1998-01-09,9999-01-01,1955-10-25
13171,Anoosh,Birnbaum,1995-08-31,9999-01-01,1954-12-29
13171,Anoosh,Birnbaum,1987-08-31,1995-08-31,1954-12-29
13173,Arve,Horswill,1987-09-24,1996-09-23,1953-04-20
13173,Arve,Horswill,1996-09-23,9999-01-01,1953-04-20
13179,Moty,Janocha,1999-02-19,9999-01-01,1955-09-09
13182,Kokou,Rodite,1999-03-03,9999-01-01,1954-02-25
13186,Kyoichi,Barbanera,1995-04-29,9999-01-01,1955-06-19
13186,Kyoichi,Barbanera,1986-04-29,1995-04-29,1955-06-19
13192,Rosita,Flowers,1993-02-01,9999-01-01,1953-01-28
13202,Aram,Scharstein,1986-03-29,1992-03-28,1953-05-10
13202,Aram,Scharstein,1992-03-28,9999-01-01,1953-05-10
13210,Jianhua,Klassen,1997-07-27,2002-07-27,1953-06-19
13210,Jianhua,Klassen,2002-07-27,9999-01-01,1953-06-19
13213,Hein,Billawala,1993-08-30,9999-01-01,1954-12-29
13213,Hein,Billawala,1988-08-30,1993-08-30,1954-12-29
13232,Mitchel,Fujisaki,1986-06-02,9999-01-01,1955-01-29
13233,Alselm,Chvatal,1987-03-31,1995-03-31,1954-08-11
13233,Alselm,Chvatal,1995-03-31,9999-01-01,1954-08-11
13238,Ebru,Foote,1998-10-10,9999-01-01,1953-02-23
13238,Ebru,Foote,1993-10-10,1998-10-10,1953-02-23
13240,King,Pileggi,2001-03-10,9999-01-01,1955-02-14
13240,King,Pileggi,1994-03-10,2001-03-10,1955-02-14
13250,Zeydy,Schusler,1993-10-28,1998-10-27,1954-02-20
13250,Zeydy,Schusler,1998-10-27,9999-01-01,1954-02-20
13250,Zeydy,Schusler,1988-10-28,1993-10-28,1954-02-20
13272,Arun,Jiang,1985-03-10,9999-01-01,1953-10-11
13276,Yechiam,Seuren,1986-03-09,1991-03-09,1955-05-07
13276,Yechiam,Seuren,1991-03-09,9999-01-01,1955-05-07
13288,Muneo,Broomell,1995-04-14,9999-01-01,1952-08-24
13288,Muneo,Broomell,1987-04-14,1995-04-14,1952-08-24
13291,Georg,Stamatiou,1993-10-30,9999-01-01,1952-04-29
13291,Georg,Stamatiou,1986-10-30,1993-10-30,1952-04-29
13302,Mack,Alencar,1990-09-26,1997-09-26,1954-06-21
13302,Mack,Alencar,1997-09-26,9999-01-01,1954-06-21
13315,Sakthirel,Stroustrup,1999-06-02,9999-01-01,1955-09-08
13315,Sakthirel,Stroustrup,1991-06-02,1999-06-02,1955-09-08
13332,Nidapan,Pearson,1987-09-24,1992-09-23,1954-12-02
13332,Nidapan,Pearson,1997-09-23,9999-01-01,1954-12-02
13332,Nidapan,Pearson,1992-09-23,1997-09-23,1954-12-02
13333,Yoshinari,Hennebert,1996-03-23,9999-01-01,1953-07-17
13333,Yoshinari,Hennebert,1988-03-23,1996-03-23,1953-07-17
13341,Bodh,Doering,1992-03-10,9999-01-01,1953-06-02
13341,Bodh,Doering,1986-03-11,1992-03-10,1953-06-02
13343,Heon,Usery,1995-07-30,9999-01-01,1952-04-06
13343,Heon,Usery,1988-07-29,1995-07-30,1952-04-06
13368,Kiyokazu,Klassen,1997-09-30,9999-01-01,1953-12-29
13371,Nakhoon,Riexinger,1991-12-13,9999-01-01,1954-01-23
13373,Juichirou,Naumovich,1991-08-24,2000-08-23,1954-09-08
13373,Juichirou,Naumovich,2000-08-23,9999-01-01,1954-09-08
13385,Claudi,Buchter,1986-06-10,9999-01-01,1954-11-15
13386,Khosrow,Sgarro,1986-02-23,9999-01-01,1952-04-27
13389,Divine,Cmelik,1988-03-23,9999-01-01,1954-04-26
13392,Fumitake,Beidas,1993-08-26,9999-01-01,1953-04-05
13392,Fumitake,Beidas,1988-08-26,1993-08-26,1953-04-05
13396,Chuanyi,Aumann,1994-03-29,9999-01-01,1952-05-19
13402,Augustine,Dulli,1999-09-12,9999-01-01,1955-05-15
13405,Randy,Baba,1990-05-10,9999-01-01,1954-01-19
13407,Gio,Chenoweth,2001-10-03,9999-01-01,1954-01-09
13407,Gio,Chenoweth,1992-10-03,2001-10-03,1954-01-09
13408,Sreekrishna,Lagarias,1995-07-25,2000-07-24,1954-12-27
13408,Sreekrishna,Lagarias,2000-07-24,9999-01-01,1954-12-27
13415,Nathalie,Speer,1991-04-25,9999-01-01,1955-06-23
13422,Vishwani,Gerlach,1995-01-17,9999-01-01,1952-08-20
13422,Vishwani,Gerlach,1988-01-17,1995-01-17,1952-08-20
13442,Giordano,Miake,1987-06-16,1994-06-16,1953-03-14
13442,Giordano,Miake,1994-06-16,9999-01-01,1953-03-14
13443,Mayuko,Puppo,1990-12-26,1996-12-25,1954-07-22
13443,Mayuko,Puppo,1996-12-25,9999-01-01,1954-07-22
13445,Renee,Dehkordi,1996-11-29,9999-01-01,1954-12-22
13451,Gretta,Weiland,1995-08-23,9999-01-01,1952-03-21
13451,Gretta,Weiland,1986-08-23,1995-08-23,1952-03-21
13457,Shooichi,Parfitt,1991-01-18,9999-01-01,1955-06-27
13457,Shooichi,Parfitt,1986-01-18,1991-01-18,1955-06-27
13458,Feipei,Nivat,1995-03-02,9999-01-01,1954-12-21
13458,Feipei,Nivat,1989-03-02,1995-03-02,1954-12-21
13463,Theron,Berstel,1993-01-25,9999-01-01,1954-08-29
13463,Theron,Berstel,1988-01-26,1993-01-25,1954-08-29
13465,Sasan,Rehfuss,1999-03-12,9999-01-01,1953-11-01
13493,Uinam,Jullig,1987-09-07,1992-09-06,1954-09-08
13493,Uinam,Jullig,1992-09-06,9999-01-01,1954-09-08
13504,Parto,Mandell,1986-12-21,1994-12-21,1954-01-09
13504,Parto,Mandell,1994-12-21,9999-01-01,1954-01-09
13524,Chaoyi,Porotnikoff,2000-10-27,9999-01-01,1955-11-06
13524,Chaoyi,Porotnikoff,1995-10-28,2000-10-27,1955-11-06
13535,Arunas,Schlenzig,1993-05-19,2000-05-19,1954-12-25
13535,Arunas,Schlenzig,2000-05-19,9999-01-01,1954-12-25
13535,Arunas,Schlenzig,1986-05-19,1993-05-19,1954-12-25
13546,Aimee,Brookner,1997-10-26,9999-01-01,1955-02-22
13546,Aimee,Brookner,1988-10-26,1997-10-26,1955-02-22
13549,Matk,Koprowski,1997-06-18,9999-01-01,1952-05-02
13552,Ingmar,Capobianchi,1993-03-23,9999-01-01,1955-03-23
13552,Ingmar,Capobianchi,1985-03-23,1993-03-23,1955-03-23
13576,Jungsoon,Engberts,1992-08-29,2001-08-29,1954-08-05
13576,Jungsoon,Engberts,2001-08-29,9999-01-01,1954-08-05
13605,Dmitry,Encarnacion,1985-09-29,1991-09-29,1953-08-02
13605,Dmitry,Encarnacion,1991-09-29,9999-01-01,1953-08-02
13621,Fei,Haddadi,1995-02-09,9999-01-01,1954-02-28
13621,Fei,Haddadi,1987-02-09,1995-02-09,1954-02-28
13624,Zhigen,Yurek,1996-05-11,9999-01-01,1952-12-15
13624,Zhigen,Yurek,1987-05-12,1996-05-11,1952-12-15
13629,Dzung,Trelles,1987-01-03,1994-01-03,1954-09-13
13629,Dzung,Trelles,1994-01-03,9999-01-01,1954-09-13
13648,Zejun,Lamba,1985-11-16,9999-01-01,1954-03-28
13653,Kristen,Iivonen,2000-01-17,9999-01-01,1955-01-01
13653,Kristen,Iivonen,1991-01-17,2000-01-17,1955-01-01
13670,Moti,Takanami,1988-06-30,9999-01-01,1953-05-06
13680,Denny,Speer,1996-02-05,9999-01-01,1953-08-08
13685,Weicheng,Hockney,1991-11-29,1999-11-29,1954-05-02
13685,Weicheng,Hockney,1999-11-29,9999-01-01,1954-05-02
13697,Shuichi,Weedon,1985-06-20,9999-01-01,1953-04-07
13704,Vishu,Kumaresan,1995-10-01,9999-01-01,1955-05-26
13704,Vishu,Kumaresan,1987-10-01,1995-10-01,1955-05-26
13721,Sugwoo,Delgrossi,1995-09-21,2001-09-20,1952-07-01
13721,Sugwoo,Delgrossi,2001-09-20,9999-01-01,1952-07-01
13727,Vitali,Merey,1999-10-07,9999-01-01,1952-08-13
13738,Bangqing,Mitchem,1998-06-30,9999-01-01,1953-02-05
13766,Tremaine,Heemskerk,1986-08-18,9999-01-01,1952-05-03
13769,Yakichi,Trogemann,1988-10-18,9999-01-01,1955-10-07
13775,Arve,Maierhofer,1987-10-21,1994-10-21,1955-06-30
13775,Arve,Maierhofer,1994-10-21,9999-01-01,1955-06-30
13786,Takushi,Berendt,1989-05-19,1995-05-19,1952-02-27
13786,Takushi,Berendt,1995-05-19,9999-01-01,1952-02-27
13787,Xiaobin,Sinicrope,1996-10-29,9999-01-01,1952-08-10
13787,Xiaobin,Sinicrope,1990-10-30,1996-10-29,1952-08-10
13792,Valery,Sury,1985-07-27,1991-07-27,1953-05-06
13792,Valery,Sury,1991-07-27,9999-01-01,1953-05-06
13796,Paloma,Thorelli,1996-01-01,9999-01-01,1953-07-02
13809,Kiyotoshi,Basagni,1986-01-12,1991-01-12,1953-07-05
13809,Kiyotoshi,Basagni,1991-01-12,9999-01-01,1953-07-05
13815,Guadalupe,Plotkin,1993-09-09,9999-01-01,1953-04-19
13815,Guadalupe,Plotkin,1985-09-09,1993-09-09,1953-04-19
13825,Arlette,Pell,1986-08-02,9999-01-01,1955-06-12
13841,Christophe,Spinelli,1992-02-01,9999-01-01,1952-12-10
13842,Juichirou,Cichocki,2000-04-20,9999-01-01,1954-01-21
13842,Juichirou,Cichocki,1991-04-21,2000-04-20,1954-01-21
13846,Guiseppe,Welham,1985-03-20,9999-01-01,1952-08-01
13853,Mingsen,Roohalamini,1991-03-25,9999-01-01,1952-03-10
13859,Anoosh,Fujisawa,1992-08-22,9999-01-01,1952-08-01
13859,Anoosh,Fujisawa,1987-08-23,1992-08-22,1952-08-01
13884,Kensei,Swift,1998-12-21,9999-01-01,1953-05-03
13894,Ult,Schonegge,1987-11-28,1995-11-28,1952-11-15
13894,Ult,Schonegge,1995-11-28,9999-01-01,1952-11-15
13904,Youngkon,Cairo,1987-09-03,9999-01-01,1954-02-19
13934,Shiv,Bratsberg,1990-04-05,9999-01-01,1953-11-20
13942,Elzbieta,Esteva,1997-10-13,9999-01-01,1953-04-17
13951,Mooi,Genther,1985-12-28,1990-12-28,1953-01-28
13951,Mooi,Genther,1990-12-28,9999-01-01,1953-01-28
13960,Nechama,Hettesheimer,1996-04-06,9999-01-01,1953-01-03
13962,Maris,Ghelli,1994-10-26,9999-01-01,1955-11-14
13966,Boguslaw,Cooman,1990-12-26,9999-01-01,1954-01-03
13969,Jianwen,Chandrasekhar,1985-05-29,9999-01-01,1953-06-06
13990,Deborah,Schapiro,1988-06-10,1996-06-10,1952-03-07
13990,Deborah,Schapiro,1996-06-10,9999-01-01,1952-03-07
13992,Ulises,Kenevan,1988-07-27,1994-07-27,1955-09-27
13992,Ulises,Kenevan,1994-07-27,9999-01-01,1955-09-27
13999,Florian,Crouzet,1995-02-25,2000-02-25,1952-11-25
13999,Florian,Crouzet,2000-02-25,9999-01-01,1952-11-25
14005,Vojin,Stellhorn,1985-05-10,9999-01-01,1955-04-08
14015,Manibrata,Picaronny,1997-08-15,9999-01-01,1952-06-21
14034,Aloys,Seghrouchni,1985-08-26,1991-08-26,1952-05-07
14034,Aloys,Seghrouchni,1991-08-26,9999-01-01,1952-05-07
14041,Shan,DeMori,1995-12-22,9999-01-01,1954-05-09
14041,Shan,DeMori,1987-12-22,1995-12-22,1954-05-09
14067,Godehard,Trachtenberg,2000-02-14,9999-01-01,1955-04-03
14067,Godehard,Trachtenberg,1994-02-14,2000-02-14,1955-04-03
14088,Mori,Leslie,1987-11-10,1994-11-10,1953-06-03
14088,Mori,Leslie,1994-11-10,9999-01-01,1953-06-03
14107,Xiahua,Rindone,1991-12-15,1999-12-15,1953-01-05
14107,Xiahua,Rindone,1999-12-15,9999-01-01,1953-01-05
14111,Leszek,Cummings,1999-09-26,9999-01-01,1955-03-27
14111,Leszek,Cummings,1992-09-25,1999-09-26,1955-03-27
14118,Kasturi,Anido,1985-04-06,9999-01-01,1953-03-09
14167,Adas,Hertweck,1985-12-01,1994-12-01,1953-08-11
14167,Adas,Hertweck,1994-12-01,9999-01-01,1953-08-11
14191,Jiann,Luby,1993-01-15,9999-01-01,1952-09-07
14191,Jiann,Luby,1987-01-16,1993-01-15,1952-09-07
14209,Masanao,Kusakabe,1988-04-06,9999-01-01,1955-10-24
14220,Tomofumi,Pargas,1987-12-02,9999-01-01,1952-05-01
14232,Masali,Bojadziev,1994-09-10,1999-09-10,1954-09-19
14232,Masali,Bojadziev,1999-09-10,9999-01-01,1954-09-19
14236,Xuedong,Angiulli,1988-11-07,9999-01-01,1952-06-14
14237,Abdulla,Gerlach,1994-06-13,9999-01-01,1954-10-17
14237,Abdulla,Gerlach,1986-06-13,1994-06-13,1954-10-17
14242,Sudhanshu,Benaini,1985-06-27,1992-06-27,1955-03-14
14242,Sudhanshu,Benaini,1992-06-27,9999-01-01,1955-03-14
14257,Kwok,Massonet,1998-02-04,9999-01-01,1952-05-07
14290,Miyeon,Olivero,1992-03-29,9999-01-01,1955-01-21
14292,Susanna,Vigier,1988-02-19,1997-02-18,1953-08-21
14292,Susanna,Vigier,1997-02-18,9999-01-01,1953-08-21
14298,Chriss,Granlund,2001-01-06,9999-01-01,1953-10-02
14298,Chriss,Granlund,1996-01-07,2001-01-06,1953-10-02
14310,Marlo,Leuchs,1987-02-23,9999-01-01,1953-06-07
14320,Sreenivas,Schaar,1986-06-30,1992-06-29,1953-06-17
14320,Sreenivas,Schaar,1992-06-29,9999-01-01,1953-06-17
14322,Shem,Kakkad,1999-11-19,9999-01-01,1952-08-14
14323,Golgen,Leslie,1997-08-05,9999-01-01,1952-05-31
14340,Vitaly,Wixon,1995-12-19,9999-01-01,1955-01-03
14340,Vitaly,Wixon,1986-12-19,1995-12-19,1955-01-03
14344,Otilia,Buescher,1988-12-16,9999-01-01,1955-02-10
14354,Mong,Bojadziev,1985-08-28,1990-08-28,1954-05-30
14354,Mong,Bojadziev,1990-08-28,9999-01-01,1954-05-30
14360,Janche,Erbe,1997-08-01,9999-01-01,1955-05-25
14372,Saniya,Srimani,1999-12-26,9999-01-01,1952-04-15
14384,Tomofumi,Holburn,1988-02-13,9999-01-01,1954-04-30
14422,Toshimo,Gadepally,1990-10-20,9999-01-01,1953-10-09
14422,Toshimo,Gadepally,1985-10-20,1990-10-20,1953-10-09
14434,Elvis,Maginnis,1989-09-21,9999-01-01,1954-07-08
14439,Raimond,Woycyznski,1994-11-01,9999-01-01,1953-07-27
14439,Raimond,Woycyznski,1986-11-01,1994-11-01,1953-07-27
14460,Yagil,Lueh,1988-01-23,1995-01-23,1955-11-28
14460,Yagil,Lueh,1995-01-23,9999-01-01,1955-11-28
14478,Munehiro,Boissier,1992-06-28,9999-01-01,1952-05-01
14481,Moti,Lammel,1993-08-24,9999-01-01,1952-10-30
14481,Moti,Lammel,1987-08-25,1993-08-24,1952-10-30
14483,Supot,Marrevee,1986-01-30,9999-01-01,1954-11-01
14486,Indrajit,Birdsall,1999-08-12,9999-01-01,1952-07-06
14486,Indrajit,Birdsall,1994-08-12,1999-08-12,1952-07-06
14498,Xiong,Selenyi,1988-10-17,1994-10-17,1953-11-03
14498,Xiong,Selenyi,1994-10-17,9999-01-01,1953-11-03
14501,Taizo,Kroft,1991-11-20,9999-01-01,1952-06-11
14509,Danil,Aloia,1995-12-17,2001-12-16,1954-09-05
14509,Danil,Aloia,2001-12-16,9999-01-01,1954-09-05
14513,Samphel,Barreiro,1985-07-28,9999-01-01,1953-08-02
14515,Kazuhisa,Versino,1991-02-19,1996-02-19,1952-02-22
14515,Kazuhisa,Versino,1996-02-19,9999-01-01,1952-02-22
14516,Kristian,Underwood,1989-04-08,9999-01-01,1955-10-19
14518,Patricia,Peir,1996-02-18,9999-01-01,1955-06-19
14522,Chuanyi,Ranta,1990-01-14,9999-01-01,1955-08-07
14537,Babette,Engelmann,1994-03-17,9999-01-01,1953-12-03
14537,Babette,Engelmann,1989-03-17,1994-03-17,1953-12-03
14552,Ibibia,Snyers,1994-06-13,1999-06-13,1953-03-21
14552,Ibibia,Snyers,1999-06-13,9999-01-01,1953-03-21
14556,Fatemeh,Zultner,1994-12-26,9999-01-01,1954-08-27
14556,Fatemeh,Zultner,1986-12-26,1994-12-26,1954-08-27
14560,Elrique,Driscoll,1985-05-21,1993-05-21,1952-03-15
14560,Elrique,Driscoll,1993-05-21,9999-01-01,1952-03-15
14581,Gao,Condotta,1996-06-28,9999-01-01,1955-08-05
14581,Gao,Condotta,1988-06-28,1996-06-28,1955-08-05
14582,Kiyokazu,Morrin,1999-04-08,9999-01-01,1954-06-07
14600,Jayson,Cairo,1988-10-24,9999-01-01,1952-12-22
14603,Lech,Marquardt,1993-01-19,9999-01-01,1954-11-13
14603,Lech,Marquardt,1986-01-19,1993-01-19,1954-11-13
14607,Suzette,Selvestrel,1994-06-26,9999-01-01,1953-06-05
14620,Jianhua,Erev,1993-08-04,9999-01-01,1954-06-15
14620,Jianhua,Erev,1988-08-04,1993-08-04,1954-06-15
14621,Souichi,Wixon,1992-01-20,9999-01-01,1953-01-17
14621,Souichi,Wixon,1987-01-20,1992-01-20,1953-01-17
14632,Gudjon,McClurg,2001-08-01,9999-01-01,1955-08-02
14632,Gudjon,McClurg,1987-08-01,1994-08-01,1955-08-02
14632,Gudjon,McClurg,1994-08-01,2001-08-01,1955-08-02
14639,Arvind,Hempstead,1987-11-08,1994-11-08,1954-04-03
14639,Arvind,Hempstead,1994-11-08,9999-01-01,1954-04-03
14640,Toshimori,Kornatzky,1998-05-20,9999-01-01,1952-10-17
14640,Toshimori,Kornatzky,1992-05-20,1998-05-20,1952-10-17
14642,Florian,Kuhnemann,1987-06-05,1996-06-04,1955-06-29
